date,text,date_frm
Tue Aug 18,National Fajita Day,2020-08-18
Wed Aug 19,Islamic New Year,2020-08-19
Wed Aug 19,National Aviation Day,2020-08-19
Wed Aug 19,National Potato Day,2020-08-19
Wed Aug 19,World Humanitarian Day,2020-08-19
Thu Aug 20,National Lemonade Day,2020-08-20
Thu Aug 20,National Radio Day,2020-08-20
Fri Aug 21,Gold Cup Parade,2020-08-21
Fri Aug 21,National Senior Citizens Day,2020-08-21
Fri Aug 21,Ninoy Aquino Day,2020-08-21
Sat Aug 22,Ganesh Chaturthi,2020-08-22
Sat Aug 22,National Take Your Cat to the Vet Day,2020-08-22
Sat Aug 22,National Tooth Fairy Day,2020-08-22
Sat Aug 22,Onam,2020-08-22
Sat Aug 22,World Plant Milk Day,2020-08-22
Sun Aug 23,Cheap Flight Day,2020-08-23
Sun Aug 23,Health Unit Coordinators Day,2020-08-23
Sun Aug 23,National Sponge Cake Day,2020-08-23
Mon Aug 24,Kobe Bryant Remembrance Day,2020-08-24
Mon Aug 24,National Waffle Day,2020-08-24
Tue Aug 25,National Banana Split Day,2020-08-25
Tue Aug 25,National Secondhand Wardrobe Day,2020-08-25
Wed Aug 26,National Dog Day,2020-08-26
Wed Aug 26,Women’s Equality Day,2020-08-26
Thu Aug 27,International Lottery Day,2020-08-27
Thu Aug 27,National Just Because Day,2020-08-27
Fri Aug 28,Ashura,2020-08-28
Fri Aug 28,National Red Wine Day,2020-08-28
Sat Aug 29,National Lemon Juice Day,2020-08-29
Sun Aug 30,College Colors Day,2020-08-30
Sun Aug 30,National Beach Day,2020-08-30
Sun Aug 30,National Holistic Pet Day,2020-08-30
Sun Aug 30,Notting Hill Carnival,2020-08-30
Mon Aug 31,National Heroes' Day,2020-08-31
Mon Aug 31,National Trail Mix Day,2020-08-31
Tue Sep 1,American Chess Day,2020-09-01
Tue Sep 1,Pitru Paksha,2020-09-01
Wed Sep 2,VJ Day,2020-09-02
Wed Sep 2,World Coconut Day,2020-09-02
Thu Sep 3,National Skyscraper Day,2020-09-03
Fri Sep 4,Beyoncé’s Birthday,2020-09-04
Fri Sep 4, ​National Wildlife Day,2020-09-04
Sat Sep 5,International Day of Charity,2020-09-05
Sat Sep 5,National Cheese Pizza Day,2020-09-05
Sun Sep 6,National Read a Book Day,2020-09-06
Mon Sep 7,Brazil Independence Day,2020-09-07
Mon Sep 7,Labor Day ,2020-09-07
Mon Sep 7,National Beer Lovers Day,2020-09-07
Mon Sep 7,West Indian Day Parade,2020-09-07
Tue Sep 8,International Literacy Day,2020-09-08
Tue Sep 8,Telephone Tuesday,2020-09-08
Wed Sep 9,International Sudoku Day,2020-09-09
Wed Sep 9,National Wiener Schnitzel Day,2020-09-09
Thu Sep 10,World Suicide Prevention Day,2020-09-10
Fri Sep 11,National 401(k) Day,2020-09-11
Fri Sep 11,Patriot Day,2020-09-11
Fri Sep 11,National Make Your Bed Day,2020-09-11
Sat Sep 12,German Language Day,2020-09-12
Sat Sep 12,National Video Games Day,2020-09-12
Sun Sep 13,Day of the Homeland,2020-09-13
Sun Sep 13,European Heritage Days,2020-09-13
Sun Sep 13,Grandparents Day,2020-09-13
Sun Sep 13,National Celiac Disease Awareness Day,2020-09-13
Sun Sep 13,National Peanut Day,2020-09-13
Mon Sep 14,National Coloring Day,2020-09-14
Tue Sep 15,Get Ready Day,2020-09-15
Tue Sep 15,International Day of Democracy,2020-09-15
Tue Sep 15,International Dot Day,2020-09-15
Tue Sep 15,National Linguine Day,2020-09-15
Tue Sep 15,Shout of Dolores,2020-09-15
Wed Sep 16,Mexican Independence Day,2020-09-16
Wed Sep 16,National Guacamole Day,2020-09-16
Wed Sep 16,National School Backpack Awareness Day,2020-09-16
Wed Sep 16,Pchum Ben,2020-09-16
Thu Sep 17,Constitution Day,2020-09-17
Thu Sep 17,International Patient Safety Day,2020-09-17
Fri Sep 18,National Cheeseburger Day,2020-09-18
Fri Sep 18,National First Love Day,2020-09-18
Fri Sep 18,National HIV/AIDS and Aging Awareness Day,2020-09-18
Fri Sep 18,Rosh Hashanah,2020-09-18
Sat Sep 19,National Dance Day,2020-09-19
Sat Sep 19,National Gymnastics Day,2020-09-19
Sat Sep 19,National Meow Like a Pirate Day,2020-09-19
Sat Sep 19,Talk Like a Pirate Day,2020-09-19
Sun Sep 20,German World Children's Day,2020-09-20
Sun Sep 20,National Pepperoni Pizza Day,2020-09-20
Sun Sep 20,National Punch Day,2020-09-20
Sun Sep 20,National Queso Day,2020-09-20
Sun Sep 20,Wife Appreciation Day,2020-09-20
Mon Sep 21,Batman Day,2020-09-21
Mon Sep 21,International Day of Peace,2020-09-21
Mon Sep 21,National Day of Civic Hacking,2020-09-21
Tue Sep 22,Fall Equinox,2020-09-22
Tue Sep 22,Falls Prevention Awareness Day,2020-09-22
Tue Sep 22,National Elephant Appreciation Day,2020-09-22
Tue Sep 22,Hobbit Day ,2020-09-22
Tue Sep 22,National Ice Cream Cone Day,2020-09-22
Tue Sep 22,National Singles Day ,2020-09-22
Tue Sep 22,National Temperature Control Day,2020-09-22
Tue Sep 22,​National Voter Registration Day,2020-09-22
Tue Sep 22,National White Chocolate Day,2020-09-22
Wed Sep 23,National Dogs in Politics Day,2020-09-23
Thu Sep 24,National Cherries Jubilee Day,2020-09-24
Fri Sep 25,AFL Grand Final Friday,2020-09-25
Fri Sep 25,German Sandwich Day,2020-09-25
Fri Sep 25,Heritage Day,2020-09-25
Fri Sep 25,National Comic Book Day,2020-09-25
Fri Sep 25,National Cooking Day,2020-09-25
Fri Sep 25,National Daughters Day,2020-09-25
Fri Sep 25,National Lobster Day,2020-09-25
Fri Sep 25,Sport Purple for Platelets Day,2020-09-25
Sat Sep 26,Better Breakfast Day,2020-09-26
Sat Sep 26,Johnny Appleseed Day,2020-09-26
Sat Sep 26,National Bunny Day,2020-09-26
Sat Sep 26,National Dumpling Day,2020-09-26
Sat Sep 26,National Family Day,2020-09-26
Sat Sep 26,National Hunting and Fishing Day,2020-09-26
Sat Sep 26,National Mesothelioma Awareness Day,2020-09-26
Sat Sep 26,National Pancake Day,2020-09-26
Sat Sep 26,National Public Lands Day,2020-09-26
Sun Sep 27,National Crush Day,2020-09-27
Sun Sep 27,National No Excuses Day,2020-09-27
Sun Sep 27,World Tourism Day,2020-09-27
Sun Sep 27,Yom Kippur,2020-09-27
Mon Sep 28,National Drink Beer Day,2020-09-28
Mon Sep 28,National Neighbor Day,2020-09-28
Mon Sep 28,National Sons Day,2020-09-28
Mon Sep 28,World Rabies Day,2020-09-28
Tue Sep 29,Family Health & Fitness Day USA,2020-09-29
Tue Sep 29,National Coffee Day,2020-09-29
Tue Sep 29,National Starbucks Day,2020-09-29
Tue Sep 29,World Heart Day,2020-09-29
Wed Sep 30,International Podcast Day,2020-09-30
Wed Sep 30,​National Love People Day,2020-09-30
Thu Oct 1,International Coffee Day,2020-10-01
Thu Oct 1,​International Day of Older Persons,2020-10-01
Thu Oct 1,Mid-Autumn Festival,2020-10-01
Thu Oct 1,National Black Dog Day,2020-10-01
Thu Oct 1,National Fire Pup Day,2020-10-01
Thu Oct 1,National Hair Day,2020-10-01
Thu Oct 1,National Homemade Cookies Day,2020-10-01
Thu Oct 1,World Vegetarian Day,2020-10-01
Fri Oct 2,International Day of Non-Violence,2020-10-02
Fri Oct 2,National Custodian Day,2020-10-02
Fri Oct 2,National Name Your Car Day,2020-10-02
Fri Oct 2,National Walk and Bike to School Day,2020-10-02
Fri Oct 2,Sukkot,2020-10-02
Fri Oct 2,World Smile Day,2020-10-02
Sat Oct 3,Mean Girls Day,2020-10-03
Sat Oct 3,National Boyfriend Day,2020-10-03
Sat Oct 3,National Kevin Day,2020-10-03
Sat Oct 3,National Poetry Day,2020-10-03
Sun Oct 4,​National Cinnamon Roll Day,2020-10-04
Sun Oct 4,National Crunchy Taco Day,2020-10-04
Sun Oct 4,National Golf Lovers Day ,2020-10-04
Sun Oct 4,National Taco Day,2020-10-04
Sun Oct 4,National Vodka Day,2020-10-04
Sun Oct 4,World Animal Day,2020-10-04
Mon Oct 5,National Be Nice Day,2020-10-05
Mon Oct 5,National Child Health Day,2020-10-05
Mon Oct 5,National Get Funky Day,2020-10-05
Mon Oct 5,National Kiss a Wrestler Day ,2020-10-05
Mon Oct 5,National Do Something Nice Day,2020-10-05
Mon Oct 5,World Teachers' Day ,2020-10-05
Tue Oct 6,National Coaches Day,2020-10-06
Tue Oct 6,National Mad Hatter Day,2020-10-06
Tue Oct 6,National Noodle Day,2020-10-06
Tue Oct 6,National Plus Size Appreciation Day,2020-10-06
Tue Oct 6,​National Transfer Money to Your Daughter Day,2020-10-06
Tue Oct 6,World Cerebral Palsy Day,2020-10-06
Wed Oct 7,​National Frappe Day,2020-10-07
Thu Oct 8,National Depression Screening Day,2020-10-08
Thu Oct 8,National Fluffernutter Day,2020-10-08
Thu Oct 8,National Pierogi Day,2020-10-08
Fri Oct 9,World Post Day,2020-10-09
Sat Oct 10,National Cake Decorating Day,2020-10-10
Sat Oct 10,National Hug a Drummer Day,2020-10-10
Sat Oct 10,World Hospice and Palliative Care Day,2020-10-10
Sat Oct 10,World Mental Health Day,2020-10-10
Sun Oct 11,Cardi B's Birthday,2020-10-11
Sun Oct 11,National Coming Out Day,2020-10-11
Sun Oct 11,National Kimberly Day,2020-10-11
Sun Oct 11,National Sausage Pizza Day,2020-10-11
Mon Oct 12,Columbus Day,2020-10-12
Mon Oct 12,Farmers Day,2020-10-12
Mon Oct 12,National Pulled Pork Day ,2020-10-12
Mon Oct 12,National Savings Day,2020-10-12
Tue Oct 13,Metastatic Breast Cancer Awareness Day,2020-10-13
Tue Oct 13,​National Fossil Day,2020-10-13
Tue Oct 13,National M&M Day,2020-10-13
Tue Oct 13,National No Bra Day,2020-10-13
Tue Oct 13,National Transfer Money to Your Son Day,2020-10-13
Tue Oct 13,Navy Birthday,2020-10-13
Wed Oct 14,National Dessert Day,2020-10-14
Wed Oct 14,National Kick Butt Day,2020-10-14
Wed Oct 14,National Pet Obesity Day,2020-10-14
Thu Oct 15,Global Handwashing Day,2020-10-15
Thu Oct 15,International ShakeOut Day,2020-10-15
Thu Oct 15,National Cheese Curd Day,2020-10-15
Thu Oct 15,National Grouch Day,2020-10-15
Thu Oct 15,​National I Love Lucy Day,2020-10-15
Thu Oct 15,National Latino AIDS Awareness Day,2020-10-15
Thu Oct 15,National Mushroom Day,2020-10-15
Thu Oct 15,National Pregnancy and Infant Loss Remembrance Day,2020-10-15
Thu Oct 15,Maths Day,2020-10-15
Fri Oct 16,Global Cat Day,2020-10-16
Fri Oct 16,Mysore Dasara,2020-10-16
Fri Oct 16,National Boss's Day,2020-10-16
Fri Oct 16,National Feral Cat Day,2020-10-16
Fri Oct 16,​National Liqueur Day,2020-10-16
Fri Oct 16,National Mammography Day,2020-10-16
Fri Oct 16,World Food Day,2020-10-16
Sat Oct 17,National Clean Your Virtual Desktop Day,2020-10-17
Sat Oct 17,Eminem's Birthday,2020-10-17
Sat Oct 17,National Edge Day,2020-10-17
Sat Oct 17,National Fetch Day,2020-10-17
Sat Oct 17,National Mulligan Day ,2020-10-17
Sat Oct 17,National Pasta Day,2020-10-17
Sat Oct 17,National Pay Back a Friend Day,2020-10-17
Sat Oct 17,Navratri,2020-10-17
Sat Oct 17,Sweetest Day,2020-10-17
Sun Oct 18,National Chocolate Cupcake Day,2020-10-18
Sun Oct 18,National No Beard Day,2020-10-18
Mon Oct 19,National New Friends Day,2020-10-19
Mon Oct 19,World Pediatric Bone and Joint Day,2020-10-19
Tue Oct 20,International Sloth Day,2020-10-20
Tue Oct 20,National Day on Writing,2020-10-20
Tue Oct 20,National Pharmacy Technician Day,2020-10-20
Tue Oct 20,World Osteoporosis Day,2020-10-20
Wed Oct 21,​Back to the Future Day ,2020-10-21
Wed Oct 21,International Day of the Nacho,2020-10-21
Wed Oct 21,National Apple Day,2020-10-21
Wed Oct 21,National Check Your Meds Day,2020-10-21
Wed Oct 21,National Medical Assistants Day,2020-10-21
Wed Oct 21,National Pets for Veterans Day,2020-10-21
Wed Oct 21,National Reptile Awareness Day,2020-10-21
Wed Oct 21,National Reptile Day ,2020-10-21
Thu Oct 22,International Stuttering Awareness Day,2020-10-22
Thu Oct 22,National Nut Day,2020-10-22
Fri Oct 23,National Boston Cream Pie Day,2020-10-23
Fri Oct 23,National Croc Day,2020-10-23
Fri Oct 23,National Mole Day,2020-10-23
Fri Oct 23,National Paralegal Day,2020-10-23
Fri Oct 23,Slap Your Annoying Coworker Day ,2020-10-23
Sat Oct 24,Drake's Birthday,2020-10-24
Sat Oct 24,National Bologna Day,2020-10-24
Sat Oct 24,United Nations Day,2020-10-24
Sun Oct 25,Katy Perry's Birthday,2020-10-25
Sun Oct 25,National Art Day,2020-10-25
Sun Oct 25,National Greasy Foods Day,2020-10-25
Sun Oct 25,​National I Care About You Day,2020-10-25
Sun Oct 25,Vijayadashami,2020-10-25
Sun Oct 25,World Pasta Day,2020-10-25
Mon Oct 26,National Chicken Fried Steak Day,2020-10-26
Mon Oct 26,National Pit Bull Awareness Day,2020-10-26
Mon Oct 26,National Pumpkin Day,2020-10-26
Tue Oct 27,National American Beer Day,2020-10-27
Tue Oct 27,National Black Cat Day,2020-10-27
Tue Oct 27,​National Mentoring Day,2020-10-27
Wed Oct 28,National Chocolate Day,2020-10-28
Wed Oct 28,​National First Responders Day,2020-10-28
Wed Oct 28,​National Immigrants Day,2020-10-28
Thu Oct 29,National Cat Day,2020-10-29
Thu Oct 29,National Internet Day,2020-10-29
Thu Oct 29,National Oatmeal Day,2020-10-29
Thu Oct 29,World Psoriasis Day,2020-10-29
Fri Oct 30,National Breadstick Day ,2020-10-30
Fri Oct 30,National Checklist Day,2020-10-30
Fri Oct 30,National Text Your Ex Day,2020-10-30
Sat Oct 31,Halloween,2020-10-31
Sat Oct 31,​National Caramel Apple Day,2020-10-31
Sun Nov 1,National Author's Day,2020-11-01
Sun Nov 1,National Brush Day,2020-11-01
Sun Nov 1,​National Calzone Day,2020-11-01
Sun Nov 1,National Cook For Your Pets Day,2020-11-01
Sun Nov 1,National Men Make Dinner Day,2020-11-01
Sun Nov 1,National Vinegar Day,2020-11-01
Mon Nov 2,Day of the Dead,2020-11-02
Mon Nov 2,National Bison Day,2020-11-02
Mon Nov 2,National Deviled Egg Day,2020-11-02
Tue Nov 3,Daylight Saving Day,2020-11-03
Tue Nov 3,National Homemaker Day,2020-11-03
Tue Nov 3,National Sandwich Day,2020-11-03
Wed Nov 4,Job Action Day,2020-11-04
Wed Nov 4,National Candy Day,2020-11-04
Wed Nov 4,National Chicken Lady Day ,2020-11-04
Thu Nov 5,American Football Day,2020-11-05
Thu Nov 5,Bonfire Night,2020-11-05
Thu Nov 5,National Hot Sauce Day,2020-11-05
Thu Nov 5,National Redhead Day,2020-11-05
Fri Nov 6,National Nachos Day,2020-11-06
Fri Nov 6,National Team Manager Day,2020-11-06
Sat Nov 7,International Stout Day,2020-11-07
Sat Nov 7,National Bittersweet Chocolate with Almonds Day,2020-11-07
Sat Nov 7,National Canine Lymphoma Awareness Day,2020-11-07
Sun Nov 8,​National Cappuccino Day,2020-11-08
Sun Nov 8,STEM/STEAM Day,2020-11-08
Mon Nov 9,Go to an Art Museum Day,2020-11-09
Mon Nov 9,National Fried Chicken Sandwich Day,2020-11-09
Tue Nov 10,International Accounting Day,2020-11-10
Tue Nov 10,Marine Corps Birthday,2020-11-10
Tue Nov 10,National Pupusa Day,2020-11-10
Tue Nov 10,National Vanilla Cupcake Day,2020-11-10
Tue Nov 10,Sesame Street Day,2020-11-10
Wed Nov 11,National Metal Day,2020-11-11
Wed Nov 11,National Sundae Day,2020-11-11
Wed Nov 11,Remembrance Day,2020-11-11
Wed Nov 11,Singles Day,2020-11-11
Wed Nov 11,Veterans Day,2020-11-11
Thu Nov 12,National Happy Hour Day,2020-11-12
Fri Nov 13,National Hug a Musician Day,2020-11-13
Fri Nov 13,World Kindness Day,2020-11-13
Sat Nov 14,National Pickle Day,2020-11-14
Sat Nov 14,World Diabetes Day,2020-11-14
Sun Nov 15,National Clean Out Your Fridge Day,2020-11-15
Sun Nov 15,National Drummer Day,2020-11-15
Sun Nov 15,National Philanthropy Day,2020-11-15
Sun Nov 15,National Recycling Day,2020-11-15
Mon Nov 16,International Day For Tolerance,2020-11-16
Mon Nov 16,National Button Day,2020-11-16
Mon Nov 16,National Fast Food Day,2020-11-16
Tue Nov 17,National Baklava Day,2020-11-17
Tue Nov 17,National Hiking Day,2020-11-17
Tue Nov 17,National Homemade Bread Day,2020-11-17
Tue Nov 17,National Take a Hike Day,2020-11-17
Tue Nov 17,National Unfriend Day,2020-11-17
Tue Nov 17,​World Prematurity Day,2020-11-17
Wed Nov 18,Mickey Mouse Day,2020-11-18
Wed Nov 18,Mickey Mouse’s Birthday,2020-11-18
Wed Nov 18,Minnie Mouse's Birthday,2020-11-18
Wed Nov 18,National Princess Day,2020-11-18
Thu Nov 19,International Men’s Day,2020-11-19
Thu Nov 19,National Camp Day,2020-11-19
Thu Nov 19,National Entrepreneur's Day,2020-11-19
Thu Nov 19,National Rural Health Day,2020-11-19
Thu Nov 19,World Toilet Day,2020-11-19
Fri Nov 20,Future Teachers of America Day,2020-11-20
Fri Nov 20,National Pay Back Your Parents Day,2020-11-20
Fri Nov 20,Transgender Day of Remembrance,2020-11-20
Fri Nov 20,Universal Children’s Day,2020-11-20
Sat Nov 21,Great American Smokeout,2020-11-21
Sat Nov 21,International Survivors of Suicide Day,2020-11-21
Sat Nov 21,National Stuffing Day,2020-11-21
Sat Nov 21,World Television Day,2020-11-21
Sun Nov 22,Go For A Ride Day,2020-11-22
Mon Nov 23,National Adoption Day,2020-11-23
Mon Nov 23,National Espresso Day,2020-11-23
Wed Nov 25,DrinksGiving,2020-11-25
Wed Nov 25,International Day for the Elimination of Violence Against Women,2020-11-25
Thu Nov 26,National Cake Day,2020-11-26
Thu Nov 26,National Day of Mourning,2020-11-26
Thu Nov 26,National Family Health History Day,2020-11-26
Thu Nov 26,Thanksgiving,2020-11-26
Thu Nov 26,World Lewis Day,2020-11-26
Fri Nov 27,Black Friday,2020-11-27
Sat Nov 28,National French Toast Day,2020-11-28
Sat Nov 28,Small Business Saturday,2020-11-28
Sun Nov 29,National Lemon Cream Pie Day,2020-11-29
Mon Nov 30,Cyber Monday,2020-11-30
Mon Nov 30,National Computer Security Day,2020-11-30
Mon Nov 30,National Mason Jar Day,2020-11-30
Mon Nov 30,Saint Andrew's Day,2020-11-30
Tue Dec 1,National Christmas Lights Day,2020-12-01
Tue Dec 1,World AIDS Day,2020-12-01
Wed Dec 2,National Mutt Day,2020-12-02
Thu Dec 3,Giving Tuesday,2020-12-03
Thu Dec 3,National Disability Day,2020-12-03
Fri Dec 4,Jay-Z’s Birthday,2020-12-04
Fri Dec 4,National Cookie Day,2020-12-04
Sat Dec 5,Candle Day,2020-12-05
Sat Dec 5,International Ninja Day,2020-12-05
Sat Dec 5,National Repeal Day,2020-12-05
Sun Dec 6,National Gazpacho Day,2020-12-06
Sun Dec 6,National Miners Day,2020-12-06
Mon Dec 7,Green Monday,2020-12-07
Mon Dec 7,International Civil Aviation Day,2020-12-07
Mon Dec 7,National Cotton Candy Day,2020-12-07
Mon Dec 7,National Letter Writing Day,2020-12-07
Mon Dec 7,National Pearl Harbor Day of Remembrance,2020-12-07
Tue Dec 8,National Bartender Day,2020-12-08
Tue Dec 8,National Brownie Day,2020-12-08
Wed Dec 9,National Llama Day,2020-12-09
Wed Dec 9,National Pastry Day,2020-12-09
Thu Dec 10,Chanukah,2020-12-10
Thu Dec 10,National Lager Day,2020-12-10
Fri Dec 11,International Mountain Day,2020-12-11
Sat Dec 12,​National Ding-A-Ling Day,2020-12-12
Sat Dec 12,Gingerbread House Day,2020-12-12
Sat Dec 12,National Poinsettia Day,2020-12-12
Sun Dec 13,National Ice Cream Day,2020-12-13
Sun Dec 13,National Horse Day,2020-12-13
Sun Dec 13,National Salesperson Day,2020-12-13
Sun Dec 13,National Violin Day,2020-12-13
Sun Dec 13,Taylor Swift’s Birthday,2020-12-13
Sun Dec 13,U.S. National Guard Birthday,2020-12-13
Mon Dec 14,Monkey Day,2020-12-14
Mon Dec 14,National Bouillabaisse Day,2020-12-14
Mon Dec 14,National Free Shipping Day,2020-12-14
Tue Dec 15,National Cat Herders Day,2020-12-15
Tue Dec 15,National Cupcake Day,2020-12-15
Wed Dec 16,National Chocolate Covered Anything Day,2020-12-16
Thu Dec 17,National Maple Syrup Day,2020-12-17
Fri Dec 18,Answer The Telephone Like Buddy The Elf Day,2020-12-18
Fri Dec 18,Arabic Language Day,2020-12-18
Sat Dec 19,National Emo Day,2020-12-19
Sat Dec 19,National Hard Candy Day,2020-12-19
Sun Dec 20,National Sangria Day,2020-12-20
Sun Dec 20,National Ugly Sweater Day,2020-12-20
Mon Dec 21,National Coquito Day,2020-12-21
Mon Dec 21,National Crossword Puzzle Day,2020-12-21
Mon Dec 21,National Short Girl Appreciation Day,2020-12-21
Mon Dec 21,National Wreaths Across America Day ,2020-12-21
Mon Dec 21,Winter Solstice,2020-12-21
Tue Dec 22,National Cookie Exchange Day,2020-12-22
Tue Dec 22,​National Short Person Day,2020-12-22
Wed Dec 23,Festivus,2020-12-23
Thu Dec 24,Christmas Eve,2020-12-24
Fri Dec 25,Christmas,2020-12-25
Fri Dec 25,Jesus' Birthday,2020-12-25
Sat Dec 26,Boxing Day,2020-12-26
Sat Dec 26,Kwanzaa,2020-12-26
Sat Dec 26,National Candy Cane Day,2020-12-26
Sat Dec 26,National Thank You Note Day,2020-12-26
Sun Dec 27,National Fruitcake Day,2020-12-27
Mon Dec 28,National Call a Friend Day,2020-12-28
Mon Dec 28,National Chocolate Candy Day,2020-12-28
Mon Dec 28,National Download Day,2020-12-28
Tue Dec 29,Still Need To Do Day,2020-12-29
Wed Dec 30,National Bacon Day,2020-12-30
Thu Dec 31,Hogmanay,2020-12-31
Thu Dec 31,New Year's Eve,2020-12-31
